,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
41,nes,Archon,"December 1, 1989",Everyone,Activision,Bullet Proof Software,Board & Card,047875700109,12186,"STRATEGY THAT HURTS

A chess board is lined with trolls, wizards, knights, and other magical beings.  Just another strategy game?  Don't count on it.  When you challenge a square held by the enemy, the board explodes into a battlefield.  Your strategic skills on the game board will determine your fate in battle as you take on your opponent in a heart-pounding duel to the death.
-	With sixteen different characters and an everchanging board, you'll never play the same game twice.
-	If the Goblin catches air with his club, the swift sword of the Knight may steal a leg or two.
-	The Sorceress has no fear of the massive, boulder-heaving Golem.  One of her powerful spells could quickly send him into the next time zone.
-	Explosive Battles.  Fire an arrow, cast a lightning bolt, or scorch your opponent with a massive fire ball.
-	Seven Magic Spells.  Imprison the enemy, heal your creature's wounds, reverse the flow of time and more.
-	Summon the Elements.  Air, Water, Fire and Earth are all at your command.
-	One or Two-Player Action.  Challenge the computer or test your skills against a friend.",https://www.pricecharting.com/game/nes/archon
42,nes,Arkanoid,"August 1, 1987",Everyone,Taito,Taito,Arcade,020588010031,8527,It’s a real block-buster! Use your special Vaus controller to shatter the walls of the space labyrinth in 33 amazing rounds of a fight for survival!,https://www.pricecharting.com/game/nes/arkanoid
43,nes,Arkista's Ring,"June 1, 1990",none,American Sammy,American Sammy,Action & Adventure,039471885069,16264,"The Evil Shogun has stolen the ring of Arkista, plunging the Elven Kingdom into darkness and despair.  Only one elf, Christine, is brave enough to take up the treacherous challenge to recover the stolen treasure.  She must fight, through towns, graveyards, and mazes crawling with hordes of monsters.  Yet, with your help, can she make it to the infamous Ninja Dungeon?",https://www.pricecharting.com/game/nes/arkista%27s-ring
44,nes,Astyanax,"March 8, 1990",Everyone,Jaleco,Aicom,Action & Adventure,032264900116,8538,"Return to the Age of Myths and Magic, Demons and Dragons!

Sure, you've travelled some strange terrain in your video game journeys, but wait till you see where Astyanax takes you!

In your pursuit of the evil wizard Blackhorn and his captive, Princess Rosebud of Remlia, you'll encounter terrors that would frighten the Gods themselves.  The dreaded Thorndog, with yhis heart of stone and face of bone.  Monstrous Caesar, of the Gremlin face and chicken feet.  The endless Maze of Castle Terenea.  Plus, winged dragons and metamorphosing monsters, sorcerers' spells and wicked wizardry, in a land that reaches far into the past and the future.

It's the stuff myths are made of, a fantastic flight stretching eons beyond any game you've ever experienced.  If you'd go to the ends of the Earth for the ultimate adventure, Astyanax is your game!",https://www.pricecharting.com/game/nes/astyanax
45,nes,Athena,"August 1, 1987",none,SNK,Micronics,Action & Adventure,091199005129,12187,"Athena - A Fantasy World of boundless adventure awaits you!

I am ATHENA.  They call me the Goddess of Wisdom, but I have grown weary of my dull life in the castle.  The Fantasy World beyond the castle walls beckons to me!  Strange and fearsome creatures will attack me at every turn.  But I will find weapons along the way: a ball and chain, a bow and arrow, or a mighty sword will be my defense!  In the Fantasy World, I can put on wings and take to the sky, or become a mermaid to explore the ocean depths.  There, the Goddess of Wisdom can become the Princess of Victory!",https://www.pricecharting.com/game/nes/athena
46,nes,Athletic World,"August 12, 1986",Everyone,Nintendo,Bandai,Sports,045557077006,12188,"Your body movements control this fun-filled game.  

Family Fun Fitness challenges you to complete its five action-packed fields.

You can move up from the Training Course to the Beginner, and then the Expert Course.

There are five fields waiting to challenge your athletic ability

Hurdles - Timing
Animal Trail - Agility
Dark Tunnel - Endurance
Hop a Log - Dexterity
Rafting - Concentration

Refer to the Evaluation and Advice Screen for your athletic ability which is based on your age and sex.  This screen appears at the end of the Beginner or Expert Course along with Bandai's Athletic Club Certificate.",https://www.pricecharting.com/game/nes/athletic-world
47,nes,Attack of the Killer Tomatoes,"January 1, 1992",none,Toy Headquarters,Imagineering,Platformer,719575010047,8541,"Can no one stop these Vicious Veggies?

Tomato Oppression threatens the world!  Dr. Gangrene is out to conquer the planet with his army of Killer Tomatoes.  Who is mankind's last hope?  Chad Finletter, the all-American Boy.

Join Chad on his mission to paste the tomatoes and thwart the Doctor's evil schemes to launch the Doomsday Tomato.  He is ready to smash the stem-heads in the sewers and slice 'em up in the streets of San Zucchini.

Luckily, Chad has friends who help him along - Wilbur, his uncle, Tara, the tomato half breed, and Fuzzy Tomato, Tara's cuddly sidekick.  And he'll need their help taking on the likes of Tomacho, Zoltan, Ketchuk, and the rest of the Gang of Six.  Get ready for adventure as Chad sets out to kick some stem!
-	All the action and humor from the hit TV series!
-	Hidden friends and items add intensity to the challenge!
-	Only you can stop the mad Dr. Gangrene from painting the world red!",https://www.pricecharting.com/game/nes/attack-of-the-killer-tomatoes
48,nes,Baby Boomer,"January 1, 1989",none,Color Dreams,Color Dreams,Light Gun,096962710019,12189,"A seemingly ending chase sends you into a shooting frenzy to save BABY BOOMER. Contrasting worlds of terrifying critters and countless suprises in a backdrop of cliffs, canyons, and caves keeps you at the edge of your seat. Get ready to shift into high gear as BOOMER leads you from the GOLDEN PARK to the GRUESOME CEMETERY. Take your pick of escorting BOOMER up to the REGION OF HEAVENLY CLOUDS or down to the EVIL CAVERNS. From there on, panic sets in as you follow BOOMER through the CRYPTS, the MINE SHAFT, and the WATERWORKS WORLDS (if you can find them!)

Discovering secrets and tricks is part of the fun and gives you an edge over other players. Only with steady hands, split second reflexes, and a little luck can you overcome an overwhelming variety of enemies and obstacles. A surprised ending awaits those accomplished few who can complete the game.",https://www.pricecharting.com/game/nes/baby-boomer
49,nes,Back to the Future,"September 1, 1989",Everyone,LJN Games,Beam,Action & Adventure,023582051673,12190,"You are Marty McFly, just a typical senior at Hill Valley High. But after getting behind the wheel of a nuclear-powered sports car turned time machine, you find yourself in the year 1955 where you’ve accidentally tampered with history. Now it must be corrected. You must somehow make sure that teenagers Lorraine Barnes and George McFly (the two kids that will eventually grow up to become your parents) fall in love before the photo of your family fades away and you’re left with nothing to come home to.  
It won’t be easy. You’ll have to protect George from Biff and his gang of bullies while doing your best to keep them from beating you up instead. To complicate things, Lorraine has a crush on you, so you’ll have to dodge her advances while trying to figure out a way to get George and her to kiss at the school dance. Time is wasting and even if you manage to put all of the pieces in place, there is still no guarantee that you’ll ever get back. It will all come down to one brief moment in time when the past, present, and future all meet.",https://www.pricecharting.com/game/nes/back-to-the-future
50,nes,Back to the Future II and III,"September 1, 1990",Everyone,LJN,Beam,Action & Adventure,021481051701,12191,"Get ready for a wild romp through time, Marty McFly, ‘cause you’re about to take off on a double mission to save the past, present, and future! Better load up on pizza and soda as you rocket to the year 2015 in Doc’s supercharged time machine. Hang onto your li-speed hoverboard as you teach Biff Tannen a thing or two about stealing your Sports Almanac, and locate the special objects he’s hidden throughout time.
Then, if your flux capacitor isn’t on the fritz, it’s off to the Wild West, where sharp shootin’ gunslingers want you out of town by sundown. The fate of the world -- not to mentions generations of McFly’s – is in your hands…and you’re out of time!",https://www.pricecharting.com/game/nes/back-to-the-future-ii-and-iii
51,nes,Bad Dudes,"July 1, 1990",Teen,Data East,Sakata SAS,Action & Adventure,013252002159,12192,"KIDNAPPED! The headlines scream. The nation is paralyzed in shock. Is it possible? The President kidnapped? Without a moment’s hesitation you know who’s responsible – the Dragon Ninja. As Blade or Striker, a.k.a. the BAD DUDES you take to the streets to rescue the President.
But the Dragon Ninja is ready for you. He sends wave after wave of relentless ninjas, vicious dogs, and enemies to stop you. Armed with knives, shurikens and numchucks you must fight tooth and nail – in alleys, on waterways, even on moving semi-trucks.
In the end… if you’re BAD enough…. You take on the Dragon Ninja himself. You must defeat him and snatch the President from the helicopter to who-knows-where. It’ll take every skill you’ve ever mastered – and a few new ones – to be BAD!",https://www.pricecharting.com/game/nes/bad-dudes
52,nes,Bad News Baseball,"December 15, 1989",Everyone,Tecmo,Tecmo,Baseball,018946110097,12193,"Looking for a baseball game that will challenge your skills and tickle your funnybone? You’ve finally found it.
Bad News Baseball is the new cartoon-style, outrageously funny baseball game only from Tecmo. It’s fast-paced and jam-packed full of new animated cinema displays and exciting action. And now, Bad News Baseball has boys and girls teams!
Play against the computer, play with a buddy, or use the spectator mode, but you better get ready to laugh. Featuring 12 boys teams and 12 girls teams, 11 different pitches and Tecmo’s famous instant close-ups, all you need is a hotdog and you’re ready to play!",https://www.pricecharting.com/game/nes/bad-news-baseball
